Player,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Vs_Dribbles_Tkl,Vs_Dribbles_Att,Vs_Dribbles_Tkl%,Vs_Dribbles_Past,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Luka Modrić,1.1137724550898205,0.6407185628742516,0.3832335329341317,0.497005988023952,0.2335329341317365,0.4191616766467065,1.2275449101796407,21.395209580838323,0.8083832335329342,0.4491017964071856,0.1137724550898203,0.3353293413173652,0.934131736526946,2.0479041916167664,0.3053892215568862,0.0119760479041916
Eduardo Camavinga,2.6545454545454548,1.6545454545454543,1.0727272727272728,1.3,0.2818181818181818,1.0454545454545454,2.145454545454545,35.11181818181819,1.1,0.9454545454545454,0.1545454545454545,0.7909090909090909,0.7363636363636363,3.390909090909091,0.6636363636363637,0.0181818181818181
Aurélien Tchouaméni,2.6486486486486487,1.3873873873873874,1.018018018018018,1.4144144144144144,0.2162162162162162,0.945945945945946,1.891891891891892,37.21261261261262,0.945945945945946,0.990990990990991,0.2522522522522522,0.7387387387387387,1.945945945945946,4.594594594594595,1.2342342342342345,0.018018018018018
Toni Kroos,1.643312101910828,1.0063694267515924,0.554140127388535,0.8280254777070064,0.2611464968152866,0.5605095541401274,1.8343949044585988,26.95859872611465,1.2738853503184713,0.8152866242038217,0.10828025477707,0.7070063694267515,0.5605095541401274,2.203821656050956,0.4203821656050955,0.0382165605095541
Federico Valverde,1.0422535211267605,0.5845070422535211,0.3380281690140845,0.4577464788732394,0.2464788732394366,0.3661971830985915,0.9295774647887324,21.031690140845072,0.5633802816901409,0.7746478873239436,0.1056338028169014,0.6690140845070423,0.8028169014084507,1.8450704225352117,0.4154929577464789,0.0140845070422535
Vinicius Júnior,1.0,0.6030534351145038,0.4580152671755725,0.3740458015267175,0.1679389312977099,0.3435114503816794,1.2213740458015268,16.05648854961832,0.8778625954198473,0.6259541984732825,0.0076335877862595,0.6183206106870229,0.2137404580152671,1.213740458015267,0.1068702290076335,0.0
Karim Benzema,0.4382022471910112,0.247191011235955,0.095505617977528,0.1853932584269663,0.1573033707865168,0.0786516853932584,0.4382022471910112,6.273033707865168,0.3595505617977528,0.4101123595505618,0.0393258426966292,0.3707865168539326,0.2022471910112359,0.6404494382022472,0.6235955056179775,0.0056179775280898
Juan Brandáriz,1.0,0.4285714285714285,0.5714285714285714,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.4285714285714285,7.142857142857143,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.4285714285714285,0.8571428571428571,1.8571428571428568,2.4285714285714284,0.0
Arnau Puigmal,0.2857142857142857,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,14.285714285714286,0.1428571428571428,0.4285714285714285,0.0,0.4285714285714285,0.4285714285714285,0.7142857142857143,0.1428571428571428,0.0
Kaiky,0.625,0.625,0.625,0.0,0.0,0.375,0.75,25.0,0.375,2.125,1.25,0.875,1.375,2.0,2.5,0.0
Rodrigo Ely,0.9156626506024096,0.5421686746987951,0.6746987951807228,0.2409638554216867,0.0,0.5542168674698795,1.0,30.62409638554217,0.4457831325301205,1.1686746987951808,0.9397590361445785,0.2289156626506024,1.3493975903614457,2.265060240963856,5.216867469879518,0.0120481927710843
Srđan Babić,0.8461538461538461,0.4615384615384615,0.6153846153846154,0.2307692307692307,0.0,0.3846153846153846,0.7692307692307693,22.43846153846154,0.3846153846153846,0.5384615384615384,0.4615384615384615,0.0769230769230769,0.5384615384615384,1.3846153846153846,2.3846153846153846,0.0
Sergio Akieme,1.6875,1.0,1.1875,0.375,0.125,0.8125,1.0,48.4375,0.1875,0.875,0.1875,0.6875,0.625,2.3125,1.8125,0.0
Curro,1.0,0.0,0.5,0.5,0.0,0.5,1.0,25.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lucas Robertone,1.0714285714285714,0.5714285714285714,0.4285714285714285,0.5,0.1428571428571428,0.4285714285714285,1.3571428571428572,30.357142857142858,0.9285714285714286,1.5714285714285714,0.2142857142857142,1.3571428571428572,1.1428571428571428,2.2142857142857144,1.0,0.0
Francisco Portillo,0.7757009345794392,0.4672897196261682,0.2429906542056074,0.411214953271028,0.1214953271028037,0.2429906542056074,0.9626168224299064,13.707476635514016,0.719626168224299,0.4205607476635514,0.0186915887850467,0.4018691588785046,0.4485981308411215,1.2242990654205608,0.3364485981308411,0.0
Íñigo Eguaras,0.6363636363636364,0.5454545454545454,0.2727272727272727,0.3636363636363636,0.0,0.2727272727272727,0.7272727272727273,15.154545454545454,0.4545454545454545,0.6363636363636364,0.2727272727272727,0.3636363636363636,0.3636363636363636,1.0,0.8181818181818182,0.0
Samu Costa,1.9090909090909087,0.8181818181818182,1.181818181818182,0.4545454545454545,0.2727272727272727,0.7272727272727273,2.1818181818181817,19.236363636363635,1.4545454545454546,0.9090909090909092,0.3636363636363636,0.5454545454545454,1.181818181818182,3.090909090909091,1.3636363636363635,0.0909090909090909
José Carlos Lazo,0.375,0.25,0.25,0.125,0.0,0.125,0.125,12.5,0.0,0.0,0.0,0.0,0.25,0.625,0.625,0.0
Largie Ramazani,0.5,0.3571428571428571,0.2142857142857142,0.0,0.2857142857142857,0.3571428571428571,0.8571428571428571,13.1,0.5,0.4285714285714285,0.0,0.4285714285714285,0.3571428571428571,0.8571428571428571,0.0714285714285714,0.0
Dyego Sousa,0.4,0.2,0.2,0.1,0.1,0.2,0.2,20.0,0.0,0.3,0.1,0.2,0.0,0.4,0.8,0.0
Umar Sadiq,0.125,0.125,0.0,0.0,0.125,0.0,0.625,0.0,0.625,0.625,0.0,0.625,0.125,0.25,0.625,0.0
Juan Carlos,0.2,0.12,0.16,0.04,0.0,0.08,0.6,2.332,0.52,0.28,0.0,0.28,0.08,0.28,0.32,0.04
Santiago Bueno,1.7857142857142858,0.9285714285714286,1.0,0.7857142857142857,0.0,0.8571428571428571,1.0,32.142857142857146,0.1428571428571428,1.1428571428571428,0.8571428571428571,0.2857142857142857,1.3571428571428572,3.142857142857143,2.142857142857143,0.0
Cristhian Stuani,0.6533333333333333,0.3733333333333333,0.1333333333333333,0.4133333333333333,0.1066666666666666,0.1466666666666666,0.72,9.666666666666666,0.5733333333333334,0.32,0.0133333333333333,0.3066666666666666,0.1333333333333333,0.7866666666666666,1.0,0.0
David López,1.3706896551724137,0.913793103448276,0.7758620689655172,0.5344827586206896,0.0603448275862069,0.5517241379310345,1.1982758620689655,34.82672413793104,0.646551724137931,0.9482758620689656,0.5689655172413793,0.3793103448275862,1.2413793103448276,2.612068965517241,2.9827586206896552,0.0689655172413793
Juanpe,1.3733333333333333,0.7866666666666666,0.8266666666666667,0.5333333333333333,0.0133333333333333,0.7733333333333333,1.2666666666666666,38.756,0.4933333333333333,0.7866666666666666,0.4666666666666667,0.32,1.5333333333333334,2.9066666666666667,3.986666666666667,0.0
Arnau Martinez,1.5454545454545454,0.9090909090909092,1.181818181818182,0.1818181818181818,0.1818181818181818,1.0,1.818181818181818,43.79090909090909,0.8181818181818182,0.8181818181818182,0.1818181818181818,0.6363636363636364,0.7272727272727273,2.272727272727273,0.9090909090909092,0.0
Yan Couto,1.3,0.9,0.8,0.3,0.2,0.6,1.0,31.67,0.4,0.4,0.1,0.3,0.3,1.6,0.2,0.0
Miguel Gutiérrez,1.0909090909090908,0.5,0.5909090909090909,0.3181818181818182,0.1818181818181818,0.3636363636363636,0.8636363636363636,21.59090909090909,0.5,0.5,0.0,0.5,0.5454545454545454,1.6363636363636365,1.0909090909090908,0.0
Valery,1.0,0.6923076923076923,0.5384615384615384,0.4230769230769231,0.0384615384615384,0.4615384615384615,0.7692307692307693,21.153846153846157,0.3076923076923077,0.6923076923076923,0.0384615384615384,0.6538461538461539,0.3846153846153846,1.3846153846153846,0.4615384615384615,0.0
Yangel Herrera,2.2767857142857144,1.2232142857142858,0.7857142857142857,1.2410714285714286,0.25,0.8214285714285714,1.8839285714285716,27.608035714285712,1.0625,1.2589285714285714,0.2946428571428571,0.9642857142857144,0.8482142857142857,3.125,1.1696428571428572,0.0178571428571428
Ramón Terrats,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.0,0.1666666666666666,0.6666666666666666,16.666666666666668,0.5,0.5,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.1666666666666666
Aleix García,1.118421052631579,0.5789473684210527,0.4605263157894737,0.5394736842105263,0.1184210526315789,0.4078947368421052,1.0394736842105263,20.614473684210527,0.631578947368421,0.631578947368421,0.1447368421052631,0.4868421052631579,0.8289473684210527,1.947368421052632,0.5789473684210527,0.0
Rodrigo Riquelme,0.5,0.0,0.2857142857142857,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.8571428571428571,13.092857142857143,0.6428571428571429,0.3571428571428571,0.0,0.3571428571428571,0.2142857142857142,0.7142857142857143,0.0714285714285714,0.0
Oscar Ureña,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,50.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.0,0.0
Samuel Sáiz,0.375,0.3125,0.0,0.3125,0.0625,0.1875,0.4375,14.58125,0.25,0.1875,0.0,0.1875,0.0,0.375,0.1875,0.0625
Valentín Castellanos,0.4285714285714285,0.2142857142857142,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.0,0.5,0.0,0.5,0.7857142857142857,0.1428571428571428,0.6428571428571429,0.2857142857142857,0.7142857142857143,0.6428571428571429,0.0
Giorgi Mamardashvili,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0625
Thierry Correia,1.8484848484848484,1.1363636363636365,1.2424242424242424,0.4696969696969697,0.1363636363636363,0.803030303030303,1.5151515151515151,41.03484848484849,0.7121212121212122,0.9393939393939394,0.1818181818181818,0.7575757575757576,1.196969696969697,3.0454545454545454,2.0,0.0454545454545454
Eray Cömert,0.8947368421052632,0.5263157894736842,0.6842105263157895,0.2105263157894736,0.0,0.5789473684210527,1.0,40.352631578947374,0.4210526315789473,0.8421052631578947,0.4210526315789473,0.4210526315789473,0.7368421052631579,1.631578947368421,1.8421052631578947,0.0526315789473684
Mouctar Diakhaby,0.8333333333333334,0.5166666666666667,0.5083333333333333,0.3,0.025,0.3416666666666667,0.5666666666666667,22.15333333333333,0.225,1.0166666666666666,0.7,0.3166666666666666,0.8916666666666667,1.725,3.658333333333333,0.0583333333333333
Toni Lato,1.4761904761904765,0.8571428571428571,0.9206349206349206,0.3809523809523809,0.1746031746031746,0.6666666666666666,1.1746031746031746,30.07936507936508,0.5079365079365079,0.746031746031746,0.1269841269841269,0.6190476190476191,0.6825396825396826,2.1587301587301586,1.4603174603174602,0.0158730158730158
Jesus Vazquez,1.4736842105263157,0.8947368421052632,0.631578947368421,0.4210526315789473,0.4210526315789473,0.5263157894736842,1.2105263157894737,28.068421052631574,0.6842105263157895,0.9473684210526316,0.1578947368421052,0.7894736842105263,0.4736842105263157,1.947368421052632,1.1578947368421053,0.0
Yunus Musah,0.9027777777777778,0.625,0.375,0.3194444444444444,0.2083333333333333,0.2638888888888889,0.7222222222222222,15.50972222222222,0.4583333333333333,0.5972222222222222,0.0138888888888888,0.5833333333333334,0.4722222222222222,1.375,0.4444444444444444,0.0416666666666666
Hugo Guillamón,1.106666666666667,0.6266666666666667,0.6133333333333333,0.3866666666666666,0.1066666666666666,0.44,1.1466666666666667,27.33333333333333,0.7066666666666667,0.7466666666666667,0.36,0.3866666666666666,0.96,2.066666666666667,2.5733333333333333,0.08
Carlos Soler,1.1385542168674698,0.6927710843373494,0.4277108433734939,0.5783132530120482,0.1325301204819277,0.4879518072289157,1.5240963855421688,22.61265060240964,1.036144578313253,0.8734939759036144,0.180722891566265,0.6927710843373494,0.4277108433734939,1.5662650602409638,0.8554216867469879,0.0
Maxi Gómez,0.2275449101796407,0.1616766467065868,0.0419161676646706,0.1377245508982036,0.0479041916167664,0.0778443113772455,0.3592814371257485,6.586826347305389,0.281437125748503,0.2275449101796407,0.0538922155688622,0.1736526946107784,0.0898203592814371,0.3173652694610778,0.8922155688622755,0.0
Samuel,1.6428571428571428,1.1428571428571428,0.5,1.0,0.1428571428571428,0.4285714285714285,1.0714285714285714,20.235714285714288,0.6428571428571429,0.8571428571428571,0.0,0.8571428571428571,0.2857142857142857,1.9285714285714288,0.1428571428571428,0.0
Cristhian Mosquera,0.625,0.375,0.5,0.0,0.125,0.5,0.875,37.5,0.375,0.125,0.0,0.125,0.5,1.125,0.5,0.125
Hugo Duro,0.6176470588235294,0.4411764705882353,0.2205882352941176,0.2647058823529412,0.1323529411764706,0.3823529411764705,0.8529411764705882,20.83235294117647,0.4705882352941176,0.5147058823529411,0.0441176470588235,0.4705882352941176,0.1176470588235294,0.7352941176470589,0.4411764705882353,0.0294117647058823
Álex Remiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0178571428571428,0.0,0.0178571428571428,0.0,0.0,0.0,0.0357142857142857,0.0357142857142857,0.6339285714285714,0.0446428571428571
Aritz Elustondo,1.2954545454545454,0.7954545454545454,0.8636363636363636,0.3636363636363636,0.0681818181818181,0.696969696969697,1.0833333333333333,39.10984848484848,0.3863636363636363,0.7651515151515151,0.3409090909090909,0.4242424242424242,1.1515151515151516,2.446969696969697,3.5454545454545454,0.0075757575757575
Igor Zubeldia,1.304635761589404,0.7748344370860927,0.6688741721854304,0.5298013245033113,0.1059602649006622,0.5231788079470199,1.1258278145695364,28.141721854304635,0.6026490066225165,0.8807947019867549,0.3774834437086092,0.5033112582781457,0.9867549668874172,2.2913907284768213,2.019867549668874,0.0132450331125827
Robin Le Normand,1.2413793103448276,0.7413793103448276,0.8879310344827587,0.3017241379310345,0.0517241379310344,0.5689655172413793,0.8189655172413793,37.35603448275862,0.25,0.8879310344827587,0.5258620689655172,0.3620689655172414,1.0086206896551724,2.25,3.043103448275862,0.0172413793103448
Aihen Muñoz,1.5352112676056338,0.9577464788732394,0.8873239436619719,0.5211267605633803,0.1267605633802817,0.943661971830986,1.5633802816901408,42.64225352112677,0.6197183098591549,0.943661971830986,0.2394366197183098,0.704225352112676,0.5492957746478874,2.084507042253521,1.6901408450704225,0.0
Martín Zubimendi,1.4615384615384617,0.7912087912087912,0.6263736263736264,0.7582417582417582,0.0769230769230769,0.6043956043956044,1.1428571428571428,34.87802197802198,0.5384615384615384,0.8241758241758241,0.3406593406593406,0.4835164835164835,1.21978021978022,2.681318681318681,1.2637362637362637,0.0439560439560439
Brais Méndez,1.5808383233532934,0.844311377245509,0.6107784431137725,0.7305389221556886,0.2395209580838323,0.5389221556886228,1.7245508982035929,22.732934131736524,1.18562874251497,0.940119760479042,0.0718562874251497,0.8682634730538922,0.6826347305389222,2.2634730538922154,0.7724550898203593,0.0059880239520958
Asier Illarramendi,1.7560975609756098,1.0975609756097562,0.8048780487804879,0.7804878048780488,0.1707317073170731,0.7926829268292683,2.048780487804878,31.8280487804878,1.2560975609756098,1.1219512195121952,0.2439024390243902,0.8780487804878049,1.548780487804878,3.304878048780488,1.353658536585366,0.0121951219512195
Ander Barrenetxea,0.9305555555555556,0.5972222222222222,0.3472222222222222,0.4027777777777778,0.1805555555555555,0.3472222222222222,0.9027777777777778,19.676388888888887,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,1.1527777777777777,0.2222222222222222,0.0
Jon Karrikaburu,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0
Mohamed Ali Cho,0.3833333333333333,0.2333333333333333,0.1166666666666666,0.1666666666666666,0.1,0.15,0.45,12.5,0.3,0.4333333333333333,0.0166666666666666,0.4166666666666667,0.2166666666666666,0.6,0.0333333333333333,0.0166666666666666
Takefusa Kubo,0.839622641509434,0.5,0.3396226415094339,0.320754716981132,0.1792452830188679,0.2924528301886792,0.9245283018867924,18.78867924528302,0.6320754716981132,0.6226415094339622,0.0377358490566037,0.5849056603773585,0.4528301886792453,1.2924528301886793,0.1981132075471698,0.0
Jeremías Ledesma,0.0476190476190476,0.0119047619047619,0.0476190476190476,0.0,0.0,0.0476190476190476,0.0714285714285714,4.761904761904762,0.0238095238095238,0.0238095238095238,0.0,0.0238095238095238,0.0357142857142857,0.0833333333333333,0.6190476190476191,0.1309523809523809
Mamady Diarra,1.0,0.5,1.0,0.0,0.0,0.5,1.0,25.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Joseba Zaldúa,1.7196969696969695,1.2424242424242424,0.9848484848484848,0.5757575757575758,0.1590909090909091,0.8636363636363636,1.5378787878787878,40.34545454545455,0.6742424242424242,0.7727272727272727,0.1742424242424242,0.5984848484848485,1.2575757575757576,2.977272727272727,2.257575757575758,0.0
Luis Hernández,1.03125,0.828125,0.796875,0.171875,0.0625,0.4375,0.78125,36.71875,0.34375,0.78125,0.5625,0.21875,1.625,2.65625,4.265625,0.015625
Víctor Chust,0.7368421052631579,0.4473684210526316,0.5526315789473685,0.1578947368421052,0.0263157894736842,0.3684210526315789,0.6578947368421053,24.12368421052632,0.2894736842105263,0.7631578947368421,0.3421052631578947,0.4210526315789473,0.7105263157894737,1.4473684210526316,3.5789473684210527,0.0
Alfonso Espino,2.7951807228915664,1.6144578313253013,1.7228915662650603,0.891566265060241,0.180722891566265,1.289156626506024,2.8674698795180724,40.05180722891566,1.5783132530120485,1.2048192771084338,0.2409638554216867,0.963855421686747,1.289156626506024,4.084337349397591,2.289156626506024,0.0120481927710843
Awer Mabil,0.4,0.0,0.0,0.2,0.2,0.2,0.6,20.0,0.4,0.2,0.2,0.0,0.0,0.4,0.2,0.0
Alberto Perea,1.065217391304348,0.5652173913043478,0.4565217391304347,0.4130434782608695,0.1956521739130435,0.3260869565217391,1.1956521739130437,13.730434782608697,0.8695652173913043,0.9347826086956522,0.0434782608695652,0.8913043478260869,0.6521739130434783,1.7173913043478262,0.2826086956521739,0.0
Fali,1.2,0.7142857142857143,0.7714285714285715,0.3857142857142857,0.0428571428571428,0.5571428571428572,1.1142857142857143,33.57142857142857,0.5571428571428572,0.8428571428571429,0.4857142857142857,0.3571428571428571,0.8428571428571429,2.0428571428571427,3.2285714285714286,0.0
Tomás Alarcón,1.2592592592592593,0.8148148148148148,0.6296296296296297,0.4444444444444444,0.1851851851851851,0.4074074074074074,1.2222222222222223,16.666666666666668,0.8148148148148148,0.7407407407407407,0.2592592592592592,0.4814814814814814,1.1851851851851851,2.4444444444444446,1.2222222222222223,0.0
José Mari,1.302325581395349,0.6744186046511628,0.5348837209302325,0.6976744186046512,0.0697674418604651,0.627906976744186,1.1395348837209305,39.34186046511628,0.5116279069767442,0.5116279069767442,0.2093023255813953,0.3023255813953488,0.9069767441860463,2.2093023255813957,0.9069767441860463,0.0232558139534883
Iván Alejo,1.1375,0.7,0.55,0.4,0.1875,0.4125,1.3375,13.895,0.925,0.6125,0.025,0.5875,0.225,1.3625,0.45,0.0125
Santiago Arzamendia,0.9444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.1666666666666666,0.5,1.1666666666666667,20.83333333333333,0.6666666666666666,0.7222222222222222,0.0,0.7222222222222222,0.2222222222222222,1.1666666666666667,0.7222222222222222,0.0555555555555555
Álvaro Negredo,0.2531645569620253,0.1518987341772152,0.0632911392405063,0.1139240506329113,0.0759493670886076,0.1139240506329113,0.2278481012658227,11.39240506329114,0.1139240506329113,0.2784810126582278,0.1012658227848101,0.1772151898734177,0.0632911392405063,0.3164556962025316,0.5949367088607594,0.0
Anthony Lozano,0.3396226415094339,0.1792452830188679,0.0754716981132075,0.1792452830188679,0.0849056603773584,0.0754716981132075,0.4150943396226415,5.502830188679245,0.3396226415094339,0.3113207547169811,0.0471698113207547,0.2641509433962264,0.0943396226415094,0.4339622641509434,0.320754716981132,0.0
Stole Dimitrievski,0.0,0.0,0.0,0.0,0.0,0.0,0.0153846153846153,0.0,0.0153846153846153,0.0307692307692307,0.0,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.4307692307692308,0.0923076923076923
Iván Balliu,1.2972972972972974,0.7432432432432432,0.7567567567567568,0.3378378378378378,0.2027027027027027,0.4729729729729729,0.8918918918918919,32.20810810810811,0.4189189189189189,0.7297297297297297,0.2027027027027027,0.527027027027027,1.0675675675675675,2.364864864864865,2.216216216216216,0.027027027027027
Catena,0.9423076923076924,0.5576923076923077,0.5961538461538461,0.3461538461538461,0.0,0.5961538461538461,1.0,38.78076923076923,0.4038461538461538,0.7884615384615384,0.5769230769230769,0.2115384615384615,0.8653846153846154,1.807692307692308,4.557692307692308,0.0769230769230769
Francisco Garcia,1.6666666666666667,1.0208333333333333,1.2083333333333333,0.3125,0.1458333333333333,1.0625,2.0416666666666665,40.41875,0.9791666666666666,1.0,0.1875,0.8125,1.2708333333333333,2.9375,1.5416666666666667,0.0
Óscar Valentín,2.959183673469388,1.530612244897959,1.183673469387755,1.510204081632653,0.2653061224489796,1.326530612244898,2.897959183673469,42.52244897959184,1.5714285714285714,1.653061224489796,0.3061224489795918,1.346938775510204,1.183673469387755,4.142857142857143,1.1224489795918366,0.0
Unai López,0.9090909090909092,0.5757575757575758,0.3232323232323232,0.4646464646464646,0.1212121212121212,0.3535353535353535,1.2525252525252526,17.81010101010101,0.898989898989899,0.5454545454545454,0.1111111111111111,0.4343434343434343,0.5454545454545454,1.4545454545454546,0.3434343434343434,0.0404040404040404
Pathé Ciss,1.2045454545454546,0.75,0.5909090909090909,0.4545454545454545,0.1590909090909091,0.4545454545454545,0.9772727272727272,27.272727272727277,0.5227272727272727,0.6136363636363636,0.3181818181818182,0.2954545454545454,0.9545454545454546,2.159090909090909,1.068181818181818,0.0
José Pozo,0.4,0.325,0.1,0.2,0.1,0.15,0.7,12.0825,0.55,0.2,0.025,0.175,0.125,0.525,0.2,0.0
Óscar Trejo,1.6285714285714286,1.1285714285714286,0.5428571428571428,0.7,0.3857142857142857,0.3714285714285714,1.3,20.97571428571429,0.9285714285714286,0.8571428571428571,0.0714285714285714,0.7857142857142857,0.4714285714285714,2.1,0.4142857142857143,0.0
Salvi,0.7377049180327869,0.4098360655737705,0.4098360655737705,0.2295081967213114,0.0983606557377049,0.2786885245901639,0.8032786885245902,17.07704918032787,0.5245901639344263,0.5081967213114754,0.0491803278688524,0.4590163934426229,0.4590163934426229,1.1967213114754098,0.5737704918032787,0.0
Isaac Palazón Camacho,1.297872340425532,0.8936170212765957,0.5531914893617021,0.5957446808510638,0.1489361702127659,0.5531914893617021,1.6595744680851063,24.751063829787235,1.1063829787234043,0.8297872340425532,0.0638297872340425,0.7659574468085106,0.3617021276595745,1.6595744680851063,0.6382978723404256,0.0
Álvaro García,0.988095238095238,0.6071428571428571,0.4047619047619047,0.3452380952380952,0.238095238095238,0.1785714285714285,0.7857142857142857,12.10357142857143,0.6071428571428571,0.7738095238095238,0.0476190476190476,0.7261904761904762,0.8095238095238095,1.7976190476190477,0.75,0.0
Radamel Falcao,0.5376344086021505,0.2688172043010752,0.075268817204301,0.2903225806451613,0.1720430107526881,0.1290322580645161,0.5161290322580645,6.630107526881721,0.3870967741935484,0.3333333333333333,0.1182795698924731,0.2150537634408602,0.1720430107526881,0.7096774193548387,0.5591397849462365,0.021505376344086
Sergio Camello,0.5294117647058824,0.2941176470588235,0.1764705882352941,0.2352941176470588,0.1176470588235294,0.1764705882352941,0.4117647058823529,17.647058823529413,0.2352941176470588,0.2352941176470588,0.0,0.2352941176470588,0.0,0.5294117647058824,0.4117647058823529,0.0
Marc-André ter Stegen,0.0159574468085106,0.0106382978723404,0.0159574468085106,0.0,0.0,0.0159574468085106,0.0638297872340425,1.5957446808510638,0.0478723404255319,0.0053191489361702,0.0,0.0053191489361702,0.0531914893617021,0.0691489361702127,0.3297872340425531,0.0957446808510638
Ronald Araújo,1.121212121212121,0.6515151515151515,0.7121212121212122,0.3787878787878788,0.0303030303030303,0.5,0.5757575757575758,34.09090909090909,0.0757575757575757,1.0303030303030305,0.5606060606060606,0.4696969696969697,0.7575757575757576,1.878787878787879,2.015151515151515,0.0303030303030303
Sergi Roberto,1.1885245901639343,0.7704918032786885,0.5819672131147541,0.4180327868852459,0.1885245901639344,0.5655737704918032,0.9836065573770492,31.8983606557377,0.4180327868852459,0.5245901639344263,0.1721311475409836,0.3524590163934426,1.1147540983606556,2.30327868852459,1.0655737704918034,0.0081967213114754
Jordi Alba,1.3391812865497077,0.8771929824561403,0.6198830409356725,0.5263157894736842,0.1929824561403508,0.6491228070175439,1.3976608187134505,33.176608187134505,0.7485380116959064,0.7134502923976608,0.1403508771929824,0.5730994152046783,1.4678362573099415,2.807017543859649,1.649122807017544,0.0175438596491228
Frenkie de Jong,1.1261261261261262,0.6756756756756757,0.4054054054054054,0.5315315315315315,0.1891891891891892,0.3963963963963964,0.8468468468468469,24.0981981981982,0.4504504504504504,0.5495495495495496,0.1441441441441441,0.4054054054054054,0.8558558558558559,1.981981981981982,0.5315315315315315,0.027027027027027
Gavi,1.0833333333333333,0.6041666666666666,0.3125,0.5416666666666666,0.2291666666666666,0.3125,0.9166666666666666,18.402083333333334,0.6041666666666666,0.9375,0.0208333333333333,0.9166666666666666,0.7083333333333334,1.7916666666666667,0.375,0.0
Sergio Busquets,2.371584699453552,1.349726775956284,0.7759562841530054,1.213114754098361,0.3825136612021858,1.1038251366120218,2.240437158469945,44.29344262295081,1.1366120218579234,1.1038251366120218,0.2131147540983606,0.8907103825136612,1.4153005464480874,3.7868852459016393,0.6666666666666666,0.0437158469945355
Pedri,1.3333333333333333,0.7936507936507936,0.5079365079365079,0.5555555555555556,0.2698412698412698,0.5238095238095238,1.9047619047619049,20.714285714285715,1.380952380952381,1.2063492063492065,0.0158730158730158,1.1904761904761905,0.746031746031746,2.0793650793650795,0.3333333333333333,0.0158730158730158
Ansu Fati,0.6,0.3454545454545454,0.1454545454545454,0.2545454545454545,0.2,0.2,0.5818181818181818,14.24181818181818,0.3818181818181818,0.509090909090909,0.0181818181818181,0.4909090909090909,0.2727272727272727,0.8727272727272727,0.1272727272727272,0.0
Ousmane Dembélé,0.75,0.5,0.1810344827586207,0.3793103448275862,0.1896551724137931,0.2068965517241379,0.7413793103448276,13.721551724137932,0.5344827586206896,0.4310344827586206,0.0,0.4310344827586206,0.2327586206896551,0.9827586206896552,0.1206896551724138,0.0172413793103448
Robert Lewandowski,0.391812865497076,0.2163742690058479,0.023391812865497,0.1929824561403508,0.175438596491228,0.0994152046783625,0.391812865497076,8.089473684210526,0.2923976608187134,0.3684210526315789,0.0292397660818713,0.3391812865497076,0.1637426900584795,0.5555555555555556,0.3450292397660818,0.0
Gerónimo Rulli,0.0555555555555555,0.0238095238095238,0.0555555555555555,0.0,0.0,0.0476190476190476,0.1349206349206349,4.365079365079365,0.0873015873015873,0.0238095238095238,0.0,0.0238095238095238,0.0396825396825396,0.0952380952380952,0.4126984126984127,0.1349206349206349
Aïssa Mandi,1.2266666666666666,0.7266666666666667,0.6733333333333333,0.48,0.0733333333333333,0.42,0.76,25.778666666666663,0.34,0.9866666666666668,0.6133333333333333,0.3733333333333333,1.393333333333333,2.62,2.96,0.0533333333333333
Pau Torres,0.8,0.4869565217391304,0.5304347826086957,0.2260869565217391,0.0434782608695652,0.4434782608695652,0.6608695652173913,31.10173913043478,0.217391304347826,1.008695652173913,0.7130434782608696,0.2956521739130435,0.6260869565217392,1.4260869565217391,3.704347826086957,0.0521739130434782
